"2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"1569649661399.55","1798314750434.57","1852661982340.5","1942633797516","2203053380782.92","2390729163615.06","2185160183384.27","2125058244242.92","2276292404600.52","2072823157059.76","2130491320658.68","2151732868243.21","1832868490534.11"
