x,y,population,cluster
364.7447201,417.013818,65645,2
529.6107284,501.546742,43205,3
483.2346419,584.5989393,774769,3
650.2091995,488.9238522,233740,3
482.2970541,570.0782123,7223,3
586.0604091,446.5120213,14353,3
601.9241326,409.8261565,8689,3
533.4341657,513.0086919,585375,3
510.0301959,516.3605949,19263,3
657.806478,501.4439252,35881,3
485.6129191,554.7800554,40838,3
593.6243166,408.4713522,8116,3
564.8358942,469.0292693,8865,3
560.8592108,436.7217018,10546,3
562.1616034,451.3977475,23796,3
497.4001517,547.8620453,64804,3
610.8449886,416.9676401,18509,3
631.8362565,471.9912149,13131,3
497.9121751,554.0673522,340197,3
528.2370588,530.2204002,36702,3
545.7707309,488.2304295,26384,3
556.1420357,507.7471703,35095,3
666.6656447,485.0363612,187020,3
494.9853486,561.0095483,32061,3
516.8533381,526.2218581,14073,3
667.7839815,469.5925453,12250,3
577.2542046,465.2810898,24233,3
580.7175767,438.0797651,41207,3
517.2937929,466.2481122,23384,3
556.7145086,472.727124,86771,3
509.1141247,494.6325856,16612,3
634.1082515,480.2636797,11203,3
610.5857096,434.7349653,27979,3
591.7759828,485.8929617,25764,3
620.0461769,466.2456499,32297,3
602.8790575,419.9497235,11508,3
561.2739242,493.9734599,54635,3
647.6182303,478.3087636,47168,3
596.5292168,463.5659071,22309,3
622.7950508,488.8562318,23785,3
607.5931843,495.9199095,221578,3
573.5492392,453.7516736,26656,3
658.6557976,510.4464286,23042,3
641.4178221,509.9333789,96318,3
505.207687,541.074799,7383,3
532.36349,442.6560726,52579,3
584.5751851,475.6980877,52334,3
610.7436173,425.8899632,21853,3
580.5857784,415.7334445,8997,3
621.5413244,473.0591857,9878,3
620.325666,506.4131373,54648,3
537.557875,484.4873629,67861,3
547.1239454,417.9097094,12860,3
594.7102682,455.8381186,15313,3
560.9199224,430.1364035,30464,3
508.0304067,546.1201089,23158,3
586.2309723,400.5625085,32923,3
575.8447906,439.7741153,116979,3
626.8772116,459.2257319,7726,3
565.7468958,504.5418,252267,3
603.6580343,442.9952105,153716,3
515.5061812,537.7914621,21381,3
614.8875254,467.4992771,20822,3
553.0783953,498.4268422,75643,3
565.067175,460.1057961,25448,3
627.2453015,480.1513467,20267,3
517.9737936,511.4092367,20874,3
552.4772701,483.0365524,45413,3
633.9561915,498.6963382,22102,3
581.9396551,495.9363764,192663,3
552.3331881,444.322744,121729,3
647.2721596,445.5536673,141617,3
570.8264128,442.2025742,254969,3
523.0368835,504.6437164,28417,3
580.5821477,452.8402666,9091,3
495.0936575,582.3345601,22134,3
540.5473165,504.6299387,4092450,3
656.0370912,459.9565575,19568,3
592.1230343,494.9772193,31594,3
537.3399796,428.7872841,35161,3
619.7845622,423.3462789,11800,3
471.508257,580.4635286,60968,3
595.1498786,427.2264332,41639,3
656.8697929,480.0502084,55834,3
672.9379546,458.291074,20747,3
553.3588884,429.3928969,12934,3
647.9544293,453.8914177,27503,3
549.0470157,432.9650266,12401,3
596.0514482,447.2940866,16274,3
573.5979781,414.3767877,22609,3
629.7965587,432.9967024,4916,3
642.668852,500.0506489,52779,3
634.8785135,489.2471676,128026,3
508.7897039,529.9784553,86793,3
501.0327959,523.2787054,20097,3
582.4854485,426.5374597,24552,3
552.5251688,515.2983948,291309,3
556.6247373,464.985081,64524,3
650.9726396,461.7001597,12487,3
676.1650877,483.6667104,139668,3
502.2524604,499.4652191,74171,3
518.7059629,478.034485,16622,3
663.9060373,450.2610884,17062,3
560.2700107,442.3255746,65631,3
607.7973449,487.0849225,83375,3
582.8219931,406.7382283,22995,3
537.2160454,416.9522758,49793,3
639.8671856,471.5200876,40404,3
619.2853694,479.0790431,15625,3
538.4713844,494.8995761,455746,3
654.7831772,441.5984482,28264,3
491.1797986,526.6730653,14824,3
575.1248449,425.9053786,7645,3
629.7325553,465.0579893,8118,3
657.5447164,469.4670978,55658,3
663.6157627,459.5261184,67757,3
573.4282362,395.8936295,9487,3
633.2091524,513.6093647,111858,3
509.2362927,483.852108,24757,3
656.1635664,450.9024325,16491,3
645.2776747,462.4933275,12929,3
647.2542401,504.485538,432552,3
571.4328669,470.5409504,10834,3
674.7938572,468.2152023,14400,3
498.6423825,514.3291671,19807,3
546.1406693,476.4996605,14585,3
526.0034176,462.3149161,19816,3
626.4203753,436.2243087,1406,3
620.9299572,436.1280838,7759,3
613.6906821,450.6791301,20767,3
596.2056055,418.2472584,5368,3
605.0256423,451.8230387,10132,3
612.0571089,443.8162269,20725,3
644.6446741,437.3396068,95203,3
571.0646818,498.8678556,81837,3
522.8882365,487.3513971,194851,3
589.6656956,417.6663752,26120,3
573.5896649,484.5169912,14445,3
621.9646819,493.2990893,33386,3
628.720625,453.4368765,9604,3
530.0381349,479.8068142,13664,3
586.0101152,460.7624782,39566,3
602.9667351,504.3154964,57986,3
599.1409852,434.8495593,22721,3
541.0521035,437.0550237,41964,3
585.5136919,504.3709478,6839,3
597.5333198,472.4029858,131613,3
567.0566053,406.4538291,13781,3
638.0518274,463.0357298,34869,3
615.3452457,503.6314548,73240,3
627.5329212,486.959525,440170,3
637.8762748,455.400373,29449,3
621.6341305,444.6672943,12093,3
499.512144,532.8734594,7210,3
543.88353,427.8992066,10605,3
562.7775081,409.0827639,17058,3
631.5819067,494.9480009,107215,3
529.0152904,489.5830975,26604,3
616.3330295,483.1479611,22802,3
651.3385811,496.4654023,343829,3
569.5848736,424.8738219,43462,3
626.1987193,423.016704,51137,3
638.0515936,445.7858703,245284,3
617.3794759,434.8474607,11604,3
610.7030993,462.3323073,10407,3
573.5452694,404.6162396,11291,3
581.7567401,486.885403,35654,3
594.5028637,440.5668849,46735,3
567.5171781,484.4458844,35710,3
539.9888336,520.5098884,313166,3
608.2459915,474.957592,42073,3
549.4767835,438.2318766,39309,3
600.630166,493.9488805,61773,3
628.3426096,502.3032688,23421,3
552.4239794,406.1557172,33151,3
495.672205,571.6337731,416,3
548.8464916,427.6215452,32334,3
565.2855592,388.2350478,11233,3
662.3408417,469.562071,74934,3
535.7862785,459.9922529,58458,3
675.2787943,476.3842885,22578,3
665.9532591,478.8507155,17786,3
639.0229088,496.5642766,45924,3
561.3279866,483.9180205,21766,3
620.4441853,453.1255036,5252,3
540.0551494,471.7124144,23732,3
600.3540201,484.0250246,33984,3
542.7310299,446.4579856,209714,3
492.9336361,538.0226921,31861,3
637.6803132,434.1821939,28065,3
563.0799849,415.5474421,13171,3
646.110764,471.8362472,15443,3
510.1750228,504.6607909,24554,3
604.8431613,462.0131268,14890,3
559.5190733,421.6034444,92565,3
519.5174398,454.4393328,47735,3
640.6135423,484.1864957,121097,3
530.8218342,450.2917235,78532,3
533.428627,435.5957127,10914,3
528.9225563,472.1853136,16801,3
587.2701839,435.5980445,17195,3
516.3774224,490.3485351,17187,3
520.4431225,497.2231167,33718,3
562.4913576,397.741605,20662,3
535.7470969,423.3978109,5231,3
651.4961953,469.5922492,27088,3
628.9047252,444.1151179,48770,3
497.9427735,589.3158155,406204,3
684.0316273,477.4199996,412992,3
553.7883183,452.8886308,53330,3
524.143575,518.6727355,41280,3
659.0412267,487.6559871,43929,3
545.4898588,459.6255451,50845,3
617.9677629,496.8932972,52160,3
553.3871326,387.1528595,50384,3
559.8398845,211.4646311,38013,4
555.438905,107.4519248,28567,4
659.1393388,137.4519234,41749,4
567.8222472,212.3118737,15673,4
653.2227316,219.5583822,105160,4
594.4673429,181.4220411,20866,4
627.7566034,161.3420661,74742,4
642.1814707,252.8252449,135394,4
666.3717441,132.3583828,24029,4
575.8669546,212.1388543,17534,4
630.4366538,233.6059419,50486,4
591.3274455,167.6025325,21676,4
622.6770366,187.1805314,18021,4
551.9704008,175.4589394,11211,4
616.1680472,182.1367065,29773,4
698.1091678,190.0540177,263788,4
659.0736039,192.7318181,389891,4
693.650522,158.8365063,24733,4
595.1222756,160.0413686,7469,4
628.1778176,195.2698653,23687,4
640.135383,183.5915193,56833,4
617.3503626,246.9461543,7331,4
696.1279999,222.4536762,266931,4
583.677952,164.2039566,46183,4
683.5082778,237.6425216,33459,4
612.3417869,216.82841,20638,4
620.6224124,133.3311957,14159,4
632.9034719,172.6327469,20875,4
709.6911406,156.8719554,14849,4
670.0801594,235.8944149,113440,4
649.63051,119.1631865,11817,4
700.6183668,214.6819043,52293,4
557.0645557,166.421779,32727,4
653.7628925,160.4876293,176695,4
603.0881871,235.6841502,21704,4
557.6949734,161.1606816,15226,4
572.8149106,129.2183293,16239,4
549.863032,168.922913,25893,4
658.6198032,242.8944777,38950,4
551.2954208,204.487161,7310,4
705.4930261,187.9782119,602611,4
621.4901189,227.6668516,165223,4
706.7519213,165.3552429,23528,4
599.4710743,165.2113473,13587,4
640.259029,193.059887,488072,4
537.8714485,138.2021592,10995,4
583.3164314,181.835117,39163,4
562.51804,147.3391702,124700,4
697.471752,228.8924525,47051,4
663.6777502,175.8667294,115507,4
648.5591553,147.2686299,4232,4
537.6615475,130.1394116,36009,4
665.171295,166.3628779,81442,4
551.189295,196.3704197,9421,4
717.650204,155.9990133,24449,4
569.0952565,174.0958268,19136,4
561.1075936,135.0704221,38451,4
543.2614827,204.5496158,20260,4
559.293248,203.3718489,9815,4
587.5384746,156.9239671,41019,4
644.4378299,223.6559194,36031,4
690.6683708,236.2758796,13402,4
551.9209936,212.5171732,9670,4
645.2837648,236.3821514,6006,4
614.0317195,190.5903213,16644,4
608.4197823,138.7976665,14755,4
565.2629015,141.1983836,88499,4
545.1431722,148.2274197,42239,4
701.0702999,150.2063125,86986,4
630.7305178,254.004517,37069,4
606.3155987,114.3017239,15014,4
613.2980786,231.8294214,42683,4
580.0817072,149.8623504,238136,4
652.3387251,127.2690851,4423,4
716.2246704,129.6421028,26151,4
599.3622219,200.1018223,20880,4
556.3689417,220.7199612,9336,4
611.2430651,237.7999737,11387,4
533.5505195,119.2142891,57303,4
696.8578069,108.2624095,6631,4
576.5166852,151.2192775,508639,4
658.5240907,168.0458427,48971,4
543.1885633,196.4499497,16666,4
583.6275297,211.6557404,12453,4
551.0853153,189.4658023,10302,4
587.0782959,149.9803273,84345,4
642.6533885,141.7296253,19977,4
637.6381542,202.3199158,36842,4
559.1100024,193.3998289,15543,4
706.8997954,141.5583836,23580,4
563.5727729,75.80786899,13306,4
584.5102141,90.88645836,200226,4
660.4830333,122.9882108,26168,4
654.4820251,176.127523,101633,4
563.2542975,182.3485553,14553,4
573.3000138,182.1023657,31233,4
665.6536376,208.5780002,703451,4
633.5897962,123.9493271,21430,4
600.0254941,174.2747296,51461,4
587.7787177,131.0236723,15457,4
606.3743252,148.3243009,62415,4
606.6742045,156.2664964,98736,4
655.6942691,201.2020857,102228,4
618.5464983,173.7660356,44673,4
541.1480341,165.5027537,16059,4
723.6217201,139.013504,9765,4
565.2310951,155.4699311,91042,4
619.3874589,144.4831575,20689,4
546.630932,126.9307015,24895,4
664.9796478,219.6664859,916924,4
564.3600682,220.5534949,26306,4
599.8625239,209.2421089,20958,4
575.3848036,204.0088394,10680,4
691.6104591,166.9588408,28705,4
596.7598563,227.722352,16355,4
567.3211511,130.0233741,26097,4
655.8171222,145.9658692,37660,4
632.3855531,216.7286739,15387,4
659.5992227,184.4900536,131887,4
606.8059965,189.8424386,14330,4
707.8427651,136.1289791,25946,4
636.2670074,160.3419165,70019,4
557.5703956,156.1344665,36648,4
631.3347395,140.6301595,28743,4
647.1193889,84.89995495,2156,4
575.1713731,195.862455,44150,4
581.1441162,173.715284,20087,4
627.3676093,173.6604459,26664,4
596.3142654,151.6280384,43857,4
724.5864136,147.0083862,8640,4
628.6921555,203.2943734,16836,4
630.2162509,185.016018,61976,4
641.3843239,168.4756831,24496,4
534.1341055,145.226096,9783,4
646.4919976,131.4017172,9304,4
645.722085,209.8524928,295265,4
553.1338015,182.5284428,20840,4
583.1703732,196.1197754,16303,4
574.9789228,188.9653001,7598,4
715.6520359,172.5266642,70311,4
523.4816872,87.22700706,31600,4
591.1490321,195.8283972,12439,4
637.1388487,209.9694057,47711,4
677.8400334,228.2685713,495997,4
591.8360203,209.5884484,131090,4
692.0392636,175.119787,26570,4
716.6929916,147.964693,14074,4
660.326755,233.2339327,50063,4
714.6739329,164.4926924,30926,4
594.5633514,116.8733376,44159,4
612.8820104,244.9499152,40325,4
651.4257481,168.7750888,166994,4
675.6925406,123.9545725,37069,4
621.8917395,215.0869167,19848,4
532.5134705,64.50133001,15629,4
614.9099867,120.097685,16157,4
543.1232749,189.5634618,16667,4
692.8204737,215.1750871,156813,4
545.2079651,63.84672265,4045,4
616.0897218,82.02528137,5176,4
651.5146908,209.6034544,54165,4
631.3239436,151.0614035,134063,4
643.6090525,216.707437,53497,4
709.8567033,129.504245,32694,4
567.0048849,189.1757883,10866,4
612.7386449,224.9670086,18499,4
664.3179975,183.9054643,86395,4
726.2474692,131.1514398,13376,4
664.2614845,202.6457752,166426,4
531.8393043,97.9524369,5413,4
544.8297811,82.31023234,44442,4
651.2825885,107.5960843,8860,4
572.3744941,220.3666666,89542,4
693.6960612,151.5982004,17525,4
606.2062158,243.776502,20145,4
556.7279632,127.822083,33198,4
577.5635675,158.5550956,398552,4
528.6359363,130.1619099,6018,4
595.1244437,235.9723689,10511,4
618.7922465,199.2994613,51208,4
542.5702954,174.8129876,11687,4
590.8932404,188.9141198,9566,4
567.3466672,204.2144689,13227,4
648.2791504,152.1051003,41949,4
667.7364031,156.8998509,20574,4
663.2322662,112.8765123,67077,4
671.5999228,146.5068787,27785,4
589.0004643,173.7785721,144243,4
637.6838226,246.8572533,186493,4
608.2990741,200.3283945,18129,4
596.506197,140.3576382,45870,4
591.4016429,202.4856566,24276,4
633.6330785,224.2718822,58498,4
636.4888827,239.774823,5994,4
559.8208855,117.2212464,62500,4
651.5616996,184.0383346,88757,4
647.2779295,245.9957438,38664,4
570.1315975,151.403325,1152425,4
695.1624421,182.9462985,172169,4
535.7374296,151.5259495,12439,4
678.7646476,239.2014736,14244,4
573.7643086,166.1128928,64142,4
634.2856041,132.0357463,35998,4
521.6027576,97.89910916,6852,4
616.7111123,208.6406528,93653,4
651.1132083,193.3040758,83686,4
646.6922646,201.8178375,160331,4
598.9457923,190.1201933,21056,4
545.4671198,115.1220121,13843,4
588.7344632,228.0240232,18914,4
573.9424842,145.1183144,330844,4
636.2710528,109.4640398,6780,4
538.6589464,91.99133317,8695,4
551.1633996,139.0010498,150638,4
596.3813084,218.5234158,26076,4
659.6213383,226.1500644,114736,4
645.5734889,104.0980845,36628,4
623.0599735,231.1125985,147546,4
707.6797314,173.4436236,42798,4
668.9789758,219.4002572,5194651,4
708.8252493,148.859265,17153,4
667.9411838,229.1069059,677557,4
641.0005391,232.0496655,34978,4
560.8688633,173.7425052,64013,4
645.7575792,159.5974669,52410,4
617.810957,155.4591529,34690,4
546.0753983,102.8662391,20428,4
546.3130945,158.0567382,15730,4
663.401528,198.9129605,195408,4
659.0190929,218.0260309,515267,4
586.3503119,139.8391677,44205,4
698.8275292,166.2101498,11539,4
583.4178325,203.7836831,14867,4
621.6036179,119.7994799,5916,4
627.2896929,210.0613352,22678,4
690.7839814,230.7269781,23363,4
552.9911624,148.9687161,23300,4
620.1391468,237.7971751,16434,4
701.6844398,157.7532992,32732,4
681.0463446,111.1073547,9511,4
528.3949719,80.9294769,13928,4
645.1480417,175.5239257,19051,4
582.189479,113.9813189,35386,4
604.4750696,181.0702295,19027,4
581.2103954,125.1805399,29750,4
664.8550006,192.4841413,947735,4
605.1302263,227.9880256,130881,4
565.7267635,93.49425323,45058,4
607.8558322,129.2817509,16557,4
699.9443157,176.3161282,48460,4
707.8245246,206.2029053,250331,4
597.0889912,129.4577369,15911,4
570.3607868,114.2556222,16202,4
566.3732026,166.1192357,27703,4
580.3759322,220.142178,40648,4
683.3834034,227.2817874,164343,4
606.040382,166.2904835,28816,4
543.0175843,182.6537205,10266,4
652.0622135,233.3336795,113924,4
569.3223018,159.7002089,129928,4
600.3301187,88.81639823,10866,4
615.1621069,165.3028172,20449,4
711.0158433,180.8085473,63342,4
528.8102443,138.230324,9726,4
639.2558532,175.4861032,15404,4
686.4565247,116.5188043,8485,4
573.1213358,138.1651622,37816,4
534.0166083,106.9556843,32504,4
657.8406042,209.0925194,308760,4
629.7679849,243.7107841,52919,4
700.7772687,198.8794455,111403,4
622.8844797,246.0374408,17707,4
705.5788963,116.2579302,11113,4
579.750778,228.336865,36842,4
588.3476144,218.8433741,17767,4
697.0676754,143.9204728,21708,4
644.391462,240.4233874,12640,4
699.3402221,207.0359153,76258,4
604.3841709,218.1929195,211226,4
714.5843219,111.6646609,38520,4
661.2954429,158.4368593,248007,4
582.944255,189.2038464,10776,4
630.9226793,115.7125658,16427,4
579.0643671,138.9834648,53887,4
622.7754192,221.3569371,49072,4
567.1598856,196.0774622,11341,4
688.6764596,225.0907206,111467,4
610.2358489,175.1710467,114638,4
607.9035365,208.8613636,17764,4
543.9530807,212.5735256,10350,4
527.3097174,85.32991573,4089,4
715.9125002,140.1034798,24164,4
575.1201,173.9291295,36576,4
360.3803239,263.4663988,5441,5
300.8343692,306.5060381,2064,5
252.9800897,216.0706482,231236,5
249.3451713,222.0167003,306476,5
303.9457997,300.852813,7359,5
263.1345258,239.7450673,23530,5
277.1328863,219.1498133,21118,5
326.6552745,322.601387,12084,5
316.0298753,307.8302629,699,5
249.7022878,295.6858974,5172,5
316.2720284,281.5710954,30952,5
253.1553967,169.4245869,45607,5
209.4880238,302.8009496,138115,5
246.6361905,192.3626734,4286,5
243.4493251,179.5794625,7817,5
355.1809797,280.4918985,16206,5
286.3547868,275.1083374,9225,5
269.5750861,227.5346138,36324,5
344.3182741,277.135405,7310,5
218.7096035,278.7919061,6629,5
230.8455369,174.1194097,20069,5
260.3966156,286.7635243,2778,5
311.6743509,318.6892173,51334,5
274.5930108,306.3030136,14746,5
307.8965687,214.7235519,43806,5
342.4589058,303.6531015,6108,5
245.0771384,274.5367248,20802,5
253.9466837,243.7415004,516560,5
259.0251495,221.0026297,9469,5
275.873171,242.5385519,18607,5
339.9508609,218.184744,15885,5
290.6398657,248.6124271,32588,5
267.6012191,158.463725,37536,5
334.1726444,275.746774,17148,5
336.0520256,246.5449908,23509,5
298.8408994,315.4258379,25535,5
251.0513632,229.473422,1029640,5
345.3370812,287.4547408,17809,5
361.1909324,219.9600167,36295,5
258.2310402,156.5385031,26140,5
323.4547472,307.4486504,843,5
308.0550129,291.9075496,41276,5
363.7710635,258.3541515,294567,5
238.1089303,282.6103322,1556,5
224.2043886,262.6169467,12503,5
320.5417468,167.8311201,4812,5
346.0164651,188.8674108,75450,5
307.2882729,276.8626924,146723,5
279.0022005,194.1292892,18106,5
215.882091,290.1085854,46163,5
313.8609572,181.1340318,40123,5
315.5035108,240.3481144,13795,5
253.6319461,181.7913353,82839,5
357.6804897,267.3579626,9088,5
333.1963804,165.3232323,8533,5
349.0720197,267.2179572,27994,5
317.4605511,263.9842657,56389,5
266.3771719,209.8041148,2264,5
267.5629044,193.6674977,5986,5
275.1545807,160.5595255,10170,5
228.9889217,187.2383818,22952,5
315.2332438,298.4314672,4436,5
252.1487935,260.1550434,27822,5
258.6502293,194.9079995,12786,5
233.0980286,249.3895546,10246,5
265.6187361,167.5244766,104234,5
265.2655606,182.8262879,6963,5
239.3732808,307.7562499,7125,5
338.8182185,266.6430379,52197,5
229.1075463,230.9338627,58218,5
271.5029606,148.5615154,13242,5
330.3645888,288.6474081,15324,5
363.1053356,244.4127017,299630,5
347.4035017,242.5812375,1394,5
315.1606311,255.1793775,6666,5
234.82835,206.4406037,49975,5
302.7784385,146.7291305,28205,5
350.0332827,256.2915661,14843,5
294.3934185,231.448393,1059,5
270.9966157,256.8100881,21403,5
293.2723228,186.144597,10247,5
367.8490496,192.16488,13833,5
266.1949941,270.839176,10976,5
285.6544455,158.0603537,21294,5
258.0509424,205.6196092,112656,5
339.2000204,314.4476746,11982,5
329.7326307,311.7828884,712,5
765.7905788,333.6119115,6819,6
781.9339776,465.5982596,109233,6
803.1116274,474.3836195,27115,6
754.4290317,412.4026949,64073,6
737.1458805,484.2579174,168852,6
817.3716358,368.8265411,76652,6
747.2386202,397.2937993,688078,6
699.1727872,457.8637934,23068,6
775.0512627,402.0794631,15994,6
785.4599713,460.6497559,10078,6
769.8465834,379.9702626,26175,6
828.8228259,380.5910357,19220,6
808.0767144,416.8180602,14593,6
828.1569924,360.9623523,26948,6
831.4796831,391.098381,34971,6
830.8386927,343.2213142,141752,6
706.7205737,460.6302677,13228,6
734.5693558,476.8507328,24896,6
830.5512363,352.3279017,27798,6
775.364896,439.9893855,9255,6
796.1398579,433.3765589,27223,6
702.5494892,439.1474838,43820,6
754.3981633,491.5929813,11549,6
790.2296637,340.8085689,17797,6
820.1922446,361.9694567,201292,6
791.1928705,412.328954,16930,6
810.0835182,529.9575015,1226699,6
765.9103347,390.4510626,60485,6
744.1106724,425.9038222,32024,6
769.7301474,319.43471,24519,6
884.4058947,347.9370225,103505,6
