SEXISTAT1,Classe di età,TIME,Seleziona periodo,Value
2,15 anni e più,2012,2012,5.607518
2,15 anni e più,2013,2013,6.297073
2,15 anni e più,2014,2014,6.430908
2,15 anni e più,2015,2015,6.059586
2,15 anni e più,2016,2016,5.562583
2,15 anni e più,2017,2017,4.797082
2,15 anni e più,1977,1977,9.033007
2,15 anni e più,1978,1978,9.756054
2,15 anni e più,1979,1979,10.126873
2,15 anni e più,1980,1980,10.263383
2,15 anni e più,1981,1981,11.16227
2,15 anni e più,1982,1982,12.188231
2,15 anni e più,1983,1983,13.760411
2,15 anni e più,1984,1984,14.153432
2,15 anni e più,1985,1985,13.604178
2,15 anni e più,1986,1986,13.052683
2,15 anni e più,1987,1987,12.743625
2,15 anni e più,1988,1988,11.416786
2,15 anni e più,1989,1989,10.265936
2,15 anni e più,1990,1990,8.983676
2,15 anni e più,1991,1991,8.343527
2,15 anni e più,1992,1992,8.787065
2,15 anni e più,1993,1993,9.453955
2,15 anni e più,1994,1994,10.131598
2,15 anni e più,1995,1995,10.156886
2,15 anni e più,1996,1996,9.975405
2,15 anni e più,1997,1997,9.768028
2,15 anni e più,1998,1998,9.467744
2,15 anni e più,1999,1999,8.322381
2,15 anni e più,2000,2000,7.100423
2,15 anni e più,2001,2001,5.835799
2,15 anni e più,2002,2002,5.638784
2,15 anni e più,2003,2003,5.682595
2,15 anni e più,2004,2004,5.999713
2,15 anni e più,2005,2005,5.895902
2,15 anni e più,2006,2006,5.18055
2,15 anni e più,2007,2007,4.699131
2,15 anni e più,2008,2008,5.158736
2,15 anni e più,2009,2009,6.370935
2,15 anni e più,2010,2010,6.974603
2,15 anni e più,2011,2011,6.740445
2,15 anni e più,2012,2012,8.482873
2,15 anni e più,2013,2013,9.415773
2,15 anni e più,2014,2014,9.655304
2,15 anni e più,2015,2015,9.054216
2,15 anni e più,2016,2016,8.740588
2,15 anni e più,2017,2017,8.271617
9,15 anni e più,1977,1977,3.819142
9,15 anni e più,1978,1978,3.735667
9,15 anni e più,1979,1979,3.60296
9,15 anni e più,1980,1980,3.474891
9,15 anni e più,1981,1981,4.078182
9,15 anni e più,1982,1982,4.484875
9,15 anni e più,1983,1983,5.224886
9,15 anni e più,1984,1984,5.283794
9,15 anni e più,1985,1985,5.214835
9,15 anni e più,1986,1986,5.16356
9,15 anni e più,1987,1987,5.07665
9,15 anni e più,1988,1988,4.449529
9,15 anni e più,1989,1989,4.020306
9,15 anni e più,1990,1990,3.785294
9,15 anni e più,1991,1991,3.525005
9,15 anni e più,1992,1992,4.545534
9,15 anni e più,1993,1993,5.951031
9,15 anni e più,1994,1994,6.734703
9,15 anni e più,1995,1995,6.458733
9,15 anni e più,1996,1996,7.413218
9,15 anni e più,1997,1997,7.606017
9,15 anni e più,1998,1998,7.481966
9,15 anni e più,1999,1999,6.921479
9,15 anni e più,2000,2000,6.137931
9,15 anni e più,2001,2001,5.433091
9,15 anni e più,2002,2002,5.89111
9,15 anni e più,2003,2003,4.609181
9,15 anni e più,2004,2004,5.602605
9,15 anni e più,2005,2005,4.744162
9,15 anni e più,2006,2006,5.142051
9,15 anni e più,2007,2007,4.489137
9,15 anni e più,2008,2008,5.589517
9,15 anni e più,2009,2009,7.416921
9,15 anni e più,2010,2010,8.515643
9,15 anni e più,2011,2011,9.14998
9,15 anni e più,2012,2012,10.047686
9,15 anni e più,2013,2013,12.599714
9,15 anni e più,2014,2014,11.787413
9,15 anni e più,2015,2015,11.766124
9,15 anni e più,2016,2016,12.013366
9,15 anni e più,2017,2017,10.637966
9,15 anni e più,1977,1977,7.295907
9,15 anni e più,1978,1978,7.757575
9,15 anni e più,1979,1979,8.113927
9,15 anni e più,1980,1980,8.266418
9,15 anni e più,1981,1981,8.960515
9,15 anni e più,1982,1982,9.976625
9,15 anni e più,1983,1983,11.584903
9,15 anni e più,1984,1984,12.48021
9,15 anni e più,1985,1985,11.882343
9,15 anni e più,1986,1986,11.303348
9,15 anni e più,1987,1987,11.039699
9,15 anni e più,1988,1988,9.547723
9,15 anni e più,1989,1989,8.044853
9,15 anni e più,1990,1990,6.775504
9,15 anni e più,1991,1991,6.502051
9,15 anni e più,1992,1992,6.521795
9,15 anni e più,1993,1993,7.174865
9,15 anni e più,1994,1994,7.875306
9,15 anni e più,1995,1995,7.475339
9,15 anni e più,1996,1996,7.073379
9,15 anni e più,1997,1997,6.915507
9,15 anni e più,1998,1998,6.988498
9,15 anni e più,1999,1999,6.286265
9,15 anni e più,2000,2000,5.507633
9,15 anni e più,2001,2001,5.086741
9,15 anni e più,2002,2002,4.999483
9,15 anni e più,2003,2003,4.782551
9,15 anni e più,2004,2004,5.144125
9,15 anni e più,2005,2005,4.998468
9,15 anni e più,2006,2006,4.429156
9,15 anni e più,2007,2007,4.359784
9,15 anni e più,2008,2008,4.98282
9,15 anni e più,2009,2009,6.430894
9,15 anni e più,2010,2010,7.194784
9,15 anni e più,2011,2011,7.281352
9,15 anni e più,2012,2012,9.320967
9,15 anni e più,2013,2013,10.536588
9,15 anni e più,2014,2014,10.962539
9,15 anni e più,2015,2015,10.307342
9,15 anni e più,2016,2016,9.918436
9,15 anni e più,2017,2017,9.414352
9,15 anni e più,1977,1977,9.862895
9,15 anni e più,1978,1978,10.655963
9,15 anni e più,1979,1979,10.049415
9,15 anni e più,1980,1980,9.639145
9,15 anni e più,1981,1981,9.690627
9,15 anni e più,1982,1982,10.817961
9,15 anni e più,1983,1983,12.016697
9,15 anni e più,1984,1984,12.215095
9,15 anni e più,1985,1985,11.832755
9,15 anni e più,1986,1986,11.077099
9,15 anni e più,1987,1987,10.000039
9,15 anni e più,1988,1988,8.406671
9,15 anni e più,1989,1989,7.498918
9,15 anni e più,1990,1990,6.651998
9,15 anni e più,1991,1991,6.449335
9,15 anni e più,1992,1992,6.916829
9,15 anni e più,1993,1993,7.077797
9,15 anni e più,1994,1994,7.582564
9,15 anni e più,1995,1995,7.488639
9,15 anni e più,1996,1996,7.05951
9,15 anni e più,1997,1997,6.824033
9,15 anni e più,1998,1998,6.052957
9,15 anni e più,1999,1999,5.371755
9,15 anni e più,2000,2000,4.677935
9,15 anni e più,2001,2001,3.699599
9,15 anni e più,2002,2002,3.545379
9,15 anni e più,2003,2003,3.563248
9,15 anni e più,2004,2004,3.777234
9,15 anni e più,2005,2005,3.752531
9,15 anni e più,2006,2006,3.325222
9,15 anni e più,2007,2007,3.034995
9,15 anni e più,2008,2008,3.304483
9,15 anni e più,2009,2009,4.817311
9,15 anni e più,2010,2010,5.497243
9,15 anni e più,2011,2011,5.178644
9,15 anni e più,2012,2012,6.828245
9,15 anni e più,2013,2013,7.910913
9,15 anni e più,2014,2014,8.168922
9,15 anni e più,2015,2015,7.807884
9,15 anni e più,2016,2016,7.095151
9,15 anni e più,2017,2017,6.479648
9,15 anni e più,1977,1977,6.477023
9,15 anni e più,1978,1978,6.291667
9,15 anni e più,1979,1979,5.369042
9,15 anni e più,1980,1980,4.99162
9,15 anni e più,1981,1981,4.516522
9,15 anni e più,1982,1982,4.962492
9,15 anni e più,1983,1983,5.651447
9,15 anni e più,1984,1984,4.609439
9,15 anni e più,1985,1985,4.111274
9,15 anni e più,1986,1986,3.707754
9,15 anni e più,1987,1987,3.506878
9,15 anni e più,1988,1988,3.230479
9,15 anni e più,1989,1989,3.239489
9,15 anni e più,1990,1990,3.463553
9,15 anni e più,1991,1991,3.755625
9,15 anni e più,1992,1992,3.688014
9,15 anni e più,1993,1993,4.078853
9,15 anni e più,1994,1994,4.806933
9,15 anni e più,1995,1995,5.37178
9,15 anni e più,1996,1996,4.780786
9,15 anni e più,1997,1997,5.017149
9,15 anni e più,1998,1998,5.105165
9,15 anni e più,1999,1999,4.364103
9,15 anni e più,2000,2000,3.294846
9,15 anni e più,2001,2001,2.762456
9,15 anni e più,2002,2002,2.574252
9,15 anni e più,2003,2003,3.274804
9,15 anni e più,2004,2004,3.070784
9,15 anni e più,2005,2005,3.844188
9,15 anni e più,2006,2006,3.213248
9,15 anni e più,2007,2007,2.586042
9,15 anni e più,2008,2008,2.688718
9,15 anni e più,2009,2009,3.678767
9,15 anni e più,2010,2010,3.754716
9,15 anni e più,2011,2011,3.513742
9,15 anni e più,2012,2012,4.807482
9,15 anni e più,2013,2013,5.241235
9,15 anni e più,2014,2014,5.564147
9,15 anni e più,2015,2015,4.850968
9,15 anni e più,2016,2016,4.687607
9,15 anni e più,2017,2017,4.156337
9,15 anni e più,1977,1977,5.756832
9,15 anni e più,1978,1978,6.085518
9,15 anni e più,1979,1979,6.141647
9,15 anni e più,1980,1980,6.146397
9,15 anni e più,1981,1981,6.76286
9,15 anni e più,1982,1982,7.625633
9,15 anni e più,1983,1983,8.894622
9,15 anni e più,1984,1984,9.382119
9,15 anni e più,1985,1985,9.139153
9,15 anni e più,1986,1986,8.828515
9,15 anni e più,1987,1987,8.537511
9,15 anni e più,1988,1988,7.426163
9,15 anni e più,1989,1989,6.528966
9,15 anni e più,1990,1990,5.773173
9,15 anni e più,1991,1991,5.595953
9,15 anni e più,1992,1992,6.009957
9,15 anni e più,1993,1993,6.661063
9,15 anni e più,1994,1994,7.318082
9,15 anni e più,1995,1995,7.128595
9,15 anni e più,1996,1996,6.916152
9,15 anni e più,1997,1997,6.802018
9,15 anni e più,1998,1998,6.495822
9,15 anni e più,1999,1999,5.787207
9,15 anni e più,2000,2000,4.988317
9,15 anni e più,2001,2001,4.264578
9,15 anni e più,2002,2002,4.168794
9,15 anni e più,2003,2003,4.03704
9,15 anni e più,2004,2004,4.298966
9,15 anni e più,2005,2005,4.250481
9,15 anni e più,2006,2006,3.793099
9,15 anni e più,2007,2007,3.482806
9,15 anni e più,2008,2008,3.86554
9,15 anni e più,2009,2009,5.271765
9,15 anni e più,2010,2010,5.868133
9,15 anni e più,2011,2011,5.714572
9,15 anni e più,2012,2012,7.361215
9,15 anni e più,2013,2013,8.376752
9,15 anni e più,2014,2014,8.610039
9,15 anni e più,2015,2015,8.063631
9,15 anni e più,2016,2016,7.567175
9,15 anni e più,2017,2017,6.931861
1,15 anni e più,1977,1977,2.678729
1,15 anni e più,1978,1978,2.431223
1,15 anni e più,1979,1979,2.298053
1,15 anni e più,1980,1980,1.972667
1,15 anni e più,1981,1981,2.282744
1,15 anni e più,1982,1982,2.859998
1,15 anni e più,1983,1983,3.522758
1,15 anni e più,1984,1984,3.541053
1,15 anni e più,1985,1985,3.618679
1,15 anni e più,1986,1986,3.493644
1,15 anni e più,1987,1987,3.420151
1,15 anni e più,1988,1988,2.833091
1,15 anni e più,1989,1989,2.69353
1,15 anni e più,1990,1990,2.635176
1,15 anni e più,1991,1991,2.527775
1,15 anni e più,1992,1992,3.891077
1,15 anni e più,1993,1993,5.558984
1,15 anni e più,1994,1994,6.166542
1,15 anni e più,1995,1995,6.569632
1,15 anni e più,1996,1996,7.855827
1,15 anni e più,1997,1997,8.499251
1,15 anni e più,1998,1998,8.536872
1,15 anni e più,1999,1999,7.629397
1,15 anni e più,2000,2000,6.190862
1,15 anni e più,2001,2001,6.16881
1,15 anni e più,2002,2002,6.563205
1,15 anni e più,2003,2003,4.566948
1,15 anni e più,2004,2004,4.433498
1,15 anni e più,2005,2005,3.219588
1,15 anni e più,2006,2006,4.078544
1,15 anni e più,2007,2007,4.238003
1,15 anni e più,2008,2008,5.294875
1,15 anni e più,2009,2009,8.250251
1,15 anni e più,2010,2010,9.416836
1,15 anni e più,2011,2011,10.685982
1,15 anni e più,2012,2012,11.428782
1,15 anni e più,2013,2013,14.698173
1,15 anni e più,2014,2014,12.751419
1,15 anni e più,2015,2015,11.529283
1,15 anni e più,2016,2016,11.741679
1,15 anni e più,2017,2017,11.870234
1,15 anni e più,1977,1977,4.874361
1,15 anni e più,1978,1978,5.213883
1,15 anni e più,1979,1979,5.153104
1,15 anni e più,1980,1980,5.201969
1,15 anni e più,1981,1981,5.935272
1,15 anni e più,1982,1982,6.608658
1,15 anni e più,1983,1983,7.64744
1,15 anni e più,1984,1984,8.593271
1,15 anni e più,1985,1985,8.961728
1,15 anni e più,1986,1986,8.884127
1,15 anni e più,1987,1987,8.538955
1,15 anni e più,1988,1988,6.76922
1,15 anni e più,1989,1989,5.499658
1,15 anni e più,1990,1990,4.578264
1,15 anni e più,1991,1991,5.001438
1,15 anni e più,1992,1992,5.323149
1,15 anni e più,1993,1993,5.821544
1,15 anni e più,1994,1994,6.730338
1,15 anni e più,1995,1995,6.336029
1,15 anni e più,1996,1996,5.79023
1,15 anni e più,1997,1997,5.80584
1,15 anni e più,1998,1998,5.555329
1,15 anni e più,1999,1999,4.88546
1,15 anni e più,2000,2000,4.438021
1,15 anni e più,2001,2001,4.17489
1,15 anni e più,2002,2002,4.187408
1,15 anni e più,2003,2003,3.550667
1,15 anni e più,2004,2004,3.913193
1,15 anni e più,2005,2005,3.834746
1,15 anni e più,2006,2006,3.380849
1,15 anni e più,2007,2007,3.5032
1,15 anni e più,2008,2008,4.457944
1,15 anni e più,2009,2009,5.852389
1,15 anni e più,2010,2010,6.506355
1,15 anni e più,2011,2011,7.119134
1,15 anni e più,2012,2012,8.815902
1,15 anni e più,2013,2013,11.043642
1,15 anni e più,2014,2014,11.39172
1,15 anni e più,2015,2015,10.574421
1,15 anni e più,2016,2016,9.93348
1,15 anni e più,2017,2017,8.584451
1,15 anni e più,1977,1977,7.282478
1,15 anni e più,1978,1978,7.059106
1,15 anni e più,1979,1979,6.360443
1,15 anni e più,1980,1980,6.024676
1,15 anni e più,1981,1981,5.542033
1,15 anni e più,1982,1982,6.673694
1,15 anni e più,1983,1983,8.317962
1,15 anni e più,1984,1984,8.543927
1,15 anni e più,1985,1985,7.881416
1,15 anni e più,1986,1986,7.29693
1,15 anni e più,1987,1987,6.406325
1,15 anni e più,1988,1988,4.897738
1,15 anni e più,1989,1989,4.314819
1,15 anni e più,1990,1990,4.284615
1,15 anni e più,1991,1991,4.314424
1,15 anni e più,1992,1992,4.692842
1,15 anni e più,1993,1993,5.484673
1,15 anni e più,1994,1994,6.01338
1,15 anni e più,1995,1995,5.601091
1,15 anni e più,1996,1996,5.192861
1,15 anni e più,1997,1997,4.521066
1,15 anni e più,1998,1998,3.731169
1,15 anni e più,1999,1999,3.779492
1,15 anni e più,2000,2000,3.508434
1,15 anni e più,2001,2001,2.735687
1,15 anni e più,2002,2002,2.758953
1,15 anni e più,2003,2003,2.765248
1,15 anni e più,2004,2004,3.139111
1,15 anni e più,2005,2005,2.797957
1,15 anni e più,2006,2006,2.801909
1,15 anni e più,2007,2007,2.677544
1,15 anni e più,2008,2008,2.558639
1,15 anni e più,2009,2009,4.426539
1,15 anni e più,2010,2010,5.028644
1,15 anni e più,2011,2011,4.638616
1,15 anni e più,2012,2012,6.270171
1,15 anni e più,2013,2013,7.242158
1,15 anni e più,2014,2014,8.089566
1,15 anni e più,2015,2015,7.839651
1,15 anni e più,2016,2016,6.395187
1,15 anni e più,2017,2017,5.593921
1,15 anni e più,1977,1977,4.766705
1,15 anni e più,1978,1978,3.460413
1,15 anni e più,1979,1979,2.855379
1,15 anni e più,1980,1980,2.913089
1,15 anni e più,1981,1981,2.854999
1,15 anni e più,1982,1982,3.390576
1,15 anni e più,1983,1983,3.783531
1,15 anni e più,1984,1984,2.945894
1,15 anni e più,1985,1985,2.35045
1,15 anni e più,1986,1986,2.253384
1,15 anni e più,1987,1987,1.936809
1,15 anni e più,1988,1988,1.573184
1,15 anni e più,1989,1989,1.996058
1,15 anni e più,1990,1990,2.010068
1,15 anni e più,1991,1991,3.053714
1,15 anni e più,1992,1992,2.55117
1,15 anni e più,1993,1993,2.687015
1,15 anni e più,1994,1994,3.398594
1,15 anni e più,1995,1995,3.697215
1,15 anni e più,1996,1996,3.126958
1,15 anni e più,1997,1997,3.4894
1,15 anni e più,1998,1998,3.583976
1,15 anni e più,1999,1999,2.94987
1,15 anni e più,2000,2000,2.195605
1,15 anni e più,2001,2001,1.582547
1,15 anni e più,2002,2002,1.795307
1,15 anni e più,2003,2003,2.608225
1,15 anni e più,2004,2004,2.102515
1,15 anni e più,2005,2005,2.822922
1,15 anni e più,2006,2006,2.081632
1,15 anni e più,2007,2007,1.740621
1,15 anni e più,2008,2008,1.849906
1,15 anni e più,2009,2009,2.872655
1,15 anni e più,2010,2010,2.859193
1,15 anni e più,2011,2011,2.809163
1,15 anni e più,2012,2012,3.682745
1,15 anni e più,2013,2013,3.853517
1,15 anni e più,2014,2014,4.252214
1,15 anni e più,2015,2015,3.336905
1,15 anni e più,2016,2016,3.382412
1,15 anni e più,2017,2017,3.217388
1,15 anni e più,1977,1977,4.006931
1,15 anni e più,1978,1978,3.971661
1,15 anni e più,1979,1979,3.822423
1,15 anni e più,1980,1980,3.705032
1,15 anni e più,1981,1981,4.083157
1,15 anni e più,1982,1982,4.836817
1,15 anni e più,1983,1983,5.873462
1,15 anni e più,1984,1984,6.334313
1,15 anni e più,1985,1985,6.423511
1,15 anni e più,1986,1986,6.32565
1,15 anni e più,1987,1987,6.02897
1,15 anni e più,1988,1988,4.828342
1,15 anni e più,1989,1989,4.194291
1,15 anni e più,1990,1990,3.811234
1,15 anni e più,1991,1991,4.066879
1,15 anni e più,1992,1992,4.616133
1,15 anni e più,1993,1993,5.424376
1,15 anni e più,1994,1994,6.121607
1,15 anni e più,1995,1995,5.904018
1,15 anni e più,1996,1996,5.677396
1,15 anni e più,1997,1997,5.539839
1,15 anni e più,1998,1998,5.106132
1,15 anni e più,1999,1999,4.627533
1,15 anni e più,2000,2000,4.051324
1,15 anni e più,2001,2001,3.542522
1,15 anni e più,2002,2002,3.586444
1,15 anni e più,2003,2003,3.20668
1,15 anni e più,2004,2004,3.414134
1,15 anni e più,2005,2005,3.211637
1,15 anni e più,2006,2006,3.012626
1,15 anni e più,2007,2007,2.95373
1,15 anni e più,2008,2008,3.306908
1,15 anni e più,2009,2009,4.935163
1,15 anni e più,2010,2010,5.477197
1,15 anni e più,2011,2011,5.553719
1,15 anni e più,2012,2012,7.031786
1,15 anni e più,2013,2013,8.350028
1,15 anni e più,2014,2014,8.760285
1,15 anni e più,2015,2015,8.132782
1,15 anni e più,2016,2016,7.271834
1,15 anni e più,2017,2017,6.385641
2,15 anni e più,1977,1977,5.553849
2,15 anni e più,1978,1978,5.119832
2,15 anni e più,1979,1979,5.221489
2,15 anni e più,1980,1980,5.040844
2,15 anni e più,1981,1981,6.091937
2,15 anni e più,1982,1982,6.267266
2,15 anni e più,1983,1983,7.059955
2,15 anni e più,1984,1984,7.139385
2,15 anni e più,1985,1985,6.872704
2,15 anni e più,1986,1986,6.529809
2,15 anni e più,1987,1987,7.058598
2,15 anni e più,1988,1988,5.932038
2,15 anni e più,1989,1989,5.681895
2,15 anni e più,1990,1990,5.577106
2,15 anni e più,1991,1991,5.223966
2,15 anni e più,1992,1992,7.989949
2,15 anni e più,1993,1993,8.49965
2,15 anni e più,1994,1994,9.652054
2,15 anni e più,1995,1995,9.370477
2,15 anni e più,1996,1996,10.536486
2,15 anni e più,1997,1997,10.921836
2,15 anni e più,1998,1998,11.144033
2,15 anni e più,1999,1999,11.048389
2,15 anni e più,2000,2000,9.932662
2,15 anni e più,2001,2001,6.835347
2,15 anni e più,2002,2002,7.897027
2,15 anni e più,2003,2003,7.853316
2,15 anni e più,2004,2004,9.516829
2,15 anni e più,2005,2005,7.877115
2,15 anni e più,2006,2006,7.721418
2,15 anni e più,2007,2007,7.016802
2,15 anni e più,2008,2008,8.976668
2,15 anni e più,2009,2009,11.031483
2,15 anni e più,2010,2010,10.407624
2,15 anni e più,2011,2011,11.965921
2,15 anni e più,2012,2012,14.669244
2,15 anni e più,2013,2013,14.707595
2,15 anni e più,2014,2014,12.994729
2,15 anni e più,2015,2015,12.013152
2,15 anni e più,2016,2016,15.400063
2,15 anni e più,2017,2017,10.818358
2,15 anni e più,1977,1977,8.531832
2,15 anni e più,1978,1978,9.856604
2,15 anni e più,1979,1979,11.066552
2,15 anni e più,1980,1980,10.847577
2,15 anni e più,1981,1981,11.777151
2,15 anni e più,1982,1982,12.933489
2,15 anni e più,1983,1983,15.001457
2,15 anni e più,1984,1984,15.27222
2,15 anni e più,1985,1985,15.029448
2,15 anni e più,1986,1986,14.585147
2,15 anni e più,1987,1987,14.381492
2,15 anni e più,1988,1988,13.192382
2,15 anni e più,1989,1989,11.499322
2,15 anni e più,1990,1990,9.928642
2,15 anni e più,1991,1991,8.660864
2,15 anni e più,1992,1992,9.645663
2,15 anni e più,1993,1993,10.531681
2,15 anni e più,1994,1994,12.166821
2,15 anni e più,1995,1995,11.741387
2,15 anni e più,1996,1996,11.718879
2,15 anni e più,1997,1997,11.345322
2,15 anni e più,1998,1998,11.952406
2,15 anni e più,1999,1999,10.410417
2,15 anni e più,2000,2000,9.609229
2,15 anni e più,2001,2001,8.197406
2,15 anni e più,2002,2002,7.938798
2,15 anni e più,2003,2003,7.977784
2,15 anni e più,2004,2004,8.524796
2,15 anni e più,2005,2005,8.36536
2,15 anni e più,2006,2006,6.917933
2,15 anni e più,2007,2007,6.893027
2,15 anni e più,2008,2008,8.14599
2,15 anni e più,2009,2009,9.51357
2,15 anni e più,2010,2010,9.703867
2,15 anni e più,2011,2011,10.505822
2,15 anni e più,2012,2012,12.761507
2,15 anni e più,2013,2013,12.211529
2,15 anni e più,2014,2014,13.600127
2,15 anni e più,2015,2015,12.897289
2,15 anni e più,2016,2016,12.367102
2,15 anni e più,2017,2017,12.64648
2,15 anni e più,1977,1977,11.213499
2,15 anni e più,1978,1978,12.604268
2,15 anni e più,1979,1979,11.665186
2,15 anni e più,1980,1980,11.721402
2,15 anni e più,1981,1981,11.749804
2,15 anni e più,1982,1982,12.750776
2,15 anni e più,1983,1983,14.083093
2,15 anni e più,1984,1984,14.34955
2,15 anni e più,1985,1985,13.881366
2,15 anni e più,1986,1986,12.662953
2,15 anni e più,1987,1987,11.81448
2,15 anni e più,1988,1988,10.397554
2,15 anni e più,1989,1989,9.1909
2,15 anni e più,1990,1990,8.072222
2,15 anni e più,1991,1991,7.32999
2,15 anni e più,1992,1992,7.956871
2,15 anni e più,1993,1993,9.372377
2,15 anni e più,1994,1994,9.692081
2,15 anni e più,1995,1995,10.231906
2,15 anni e più,1996,1996,10.234139
2,15 anni e più,1997,1997,9.955915
2,15 anni e più,1998,1998,9.630407
2,15 anni e più,1999,1999,8.268593
2,15 anni e più,2000,2000,6.758941
2,15 anni e più,2001,2001,5.02867
2,15 anni e più,2002,2002,5.250408
2,15 anni e più,2003,2003,4.981888
2,15 anni e più,2004,2004,5.125996
2,15 anni e più,2005,2005,5.159725
2,15 anni e più,2006,2006,4.0787
2,15 anni e più,2007,2007,3.938916
2,15 anni e più,2008,2008,4.561525
2,15 anni e più,2009,2009,6.086767
2,15 anni e più,2010,2010,6.582319
2,15 anni e più,2011,2011,6.353458
2,15 anni e più,2012,2012,8.674813
2,15 anni e più,2013,2013,9.650939
2,15 anni e più,2014,2014,9.594002
2,15 anni e più,2015,2015,9.177461
2,15 anni e più,2016,2016,9.487282
2,15 anni e più,2017,2017,8.912619
2,15 anni e più,1977,1977,5.498981
2,15 anni e più,1978,1978,5.004087
2,15 anni e più,1979,1979,5.407346
2,15 anni e più,1980,1980,4.553803
2,15 anni e più,1981,1981,4.365484
2,15 anni e più,1982,1982,4.287405
2,15 anni e più,1983,1983,5.054956
2,15 anni e più,1984,1984,5.396033
2,15 anni e più,1985,1985,5.286287
2,15 anni e più,1986,1986,3.975543
2,15 anni e più,1987,1987,3.759716
2,15 anni e più,1988,1988,3.32951
2,15 anni e più,1989,1989,3.331605
2,15 anni e più,1990,1990,3.982527
2,15 anni e più,1991,1991,4.060232
2,15 anni e più,1992,1992,4.344334
2,15 anni e più,1993,1993,5.267457
2,15 anni e più,1994,1994,6.260792
2,15 anni e più,1995,1995,6.638658
2,15 anni e più,1996,1996,6.382477
2,15 anni e più,1997,1997,5.657097
2,15 anni e più,1998,1998,5.218757
2,15 anni e più,1999,1999,4.38415
2,15 anni e più,2000,2000,4.260792
2,15 anni e più,2001,2001,2.915895
2,15 anni e più,2002,2002,2.872591
2,15 anni e più,2003,2003,3.798632
2,15 anni e più,2004,2004,3.372158
2,15 anni e più,2005,2005,4.255333
2,15 anni e più,2006,2006,4.291356
2,15 anni e più,2007,2007,3.535537
2,15 anni e più,2008,2008,3.252545
2,15 anni e più,2009,2009,4.181134
2,15 anni e più,2010,2010,4.495313
2,15 anni e più,2011,2011,4.443695
2,15 anni e più,2012,2012,5.239769
2,15 anni e più,2013,2013,5.617895
2,15 anni e più,2014,2014,6.367443
2,15 anni e più,2015,2015,5.656541
2,15 anni e più,2016,2016,5.086537
2,15 anni e più,2017,2017,4.654557
2,15 anni e più,1977,1977,7.35036
2,15 anni e più,1978,1978,7.909485
2,15 anni e più,1979,1979,8.425943
2,15 anni e più,1980,1980,8.356146
2,15 anni e più,1981,1981,9.239109
2,15 anni e più,1982,1982,10.042491
2,15 anni e più,1983,1983,11.585564
2,15 anni e più,1984,1984,11.955845
2,15 anni e più,1985,1985,11.762555
2,15 anni e più,1986,1986,11.232267
2,15 anni e più,1987,1987,11.167722
2,15 anni e più,1988,1988,10.007485
2,15 anni e più,1989,1989,8.956438
2,15 anni e più,1990,1990,8.029562
2,15 anni e più,1991,1991,7.227566
2,15 anni e più,1992,1992,8.374614
2,15 anni e più,1993,1993,9.322128
2,15 anni e più,1994,1994,10.313615
2,15 anni e più,1995,1995,10.331295
2,15 anni e più,1996,1996,10.430437
2,15 anni e più,1997,1997,10.119407
2,15 anni e più,1998,1998,10.088385
2,15 anni e più,1999,1999,8.764422
2,15 anni e più,2000,2000,7.645913
2,15 anni e più,2001,2001,5.89046
2,15 anni e più,2002,2002,5.955902
2,15 anni e più,2003,2003,5.908342
2,15 anni e più,2004,2004,6.146613
2,15 anni e più,2005,2005,6.080129
2,15 anni e più,2006,2006,5.097235
2,15 anni e più,2007,2007,4.82083
2,15 anni e più,2008,2008,5.451453
2,15 anni e più,2009,2009,6.808989
2,15 anni e più,2010,2010,7.091592
2,15 anni e più,2011,2011,7.201757
2,15 anni e più,2012,2012,9.131754
2,15 anni e più,2013,2013,9.529345
2,15 anni e più,2014,2014,9.940968
2,15 anni e più,2015,2015,9.288136
2,15 anni e più,2016,2016,9.252308
2,15 anni e più,2017,2017,8.721539
9,15 anni e più,1977,1977,3.645736
9,15 anni e più,1978,1978,3.326527
9,15 anni e più,1979,1979,3.255729
9,15 anni e più,1980,1980,3.003046
9,15 anni e più,1981,1981,3.574184
9,15 anni e più,1982,1982,4.011286
9,15 anni e più,1983,1983,4.727623
9,15 anni e più,1984,1984,4.783561
9,15 anni e più,1985,1985,4.74434
9,15 anni e più,1986,1986,4.550101
9,15 anni e più,1987,1987,4.678899
9,15 anni e più,1988,1988,3.910053
9,15 anni e più,1989,1989,3.723729
9,15 anni e più,1990,1990,3.650723
9,15 anni e più,1991,1991,3.461711
9,15 anni e più,1992,1992,5.336969
9,15 anni e più,1993,1993,6.585766
9,15 anni e più,1994,1994,7.393229
9,15 anni e più,1995,1995,7.561214
9,15 anni e più,1996,1996,8.80139
9,15 anni e più,1997,1997,9.364532
9,15 anni e più,1998,1998,9.481432
9,15 anni e più,1999,1999,8.864686
9,15 anni e più,2000,2000,7.598924
9,15 anni e più,2001,2001,6.416044
9,15 anni e più,2002,2002,7.059188
9,15 anni e più,2003,2003,5.754089
9,15 anni e più,2004,2004,6.277687
9,15 anni e più,2005,2005,4.921344
9,15 anni e più,2006,2006,5.402612
9,15 anni e più,2007,2007,5.178314
9,15 anni e più,2008,2008,6.528561
9,15 anni e più,2009,2009,9.136646
9,15 anni e più,2010,2010,9.719388
9,15 anni e più,2011,2011,11.104677
9,15 anni e più,2012,2012,12.473585
